,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
32,2017-11-16,5.275805246376812,6.020632773238856,9.940202081308238,5.275805246376812,5.275805246376812,2.6978167223729193,2.6978167223729193,2.6978167223729193,0.8932125999995733,0.8932125999995733,0.8932125999995733,1.8046041223733462,1.8046041223733462,1.8046041223733462,0.0,0.0,0.0,7.973621968749732
33,2017-11-17,5.271997956521739,6.104780513317217,10.005117223662527,5.271997956521739,5.271997956521739,2.7041753742691004,2.7041753742691004,2.7041753742691004,0.8378235571404825,0.8378235571404825,0.8378235571404825,1.8663518171286178,1.8663518171286178,1.8663518171286178,0.0,0.0,0.0,7.976173330790839
34,2017-11-20,5.2605760869565215,6.180168748161643,9.979454400248752,5.2605760869565215,5.2605760869565215,2.8067638020331525,2.8067638020331525,2.8067638020331525,0.8483996958613004,0.8483996958613004,0.8483996958613004,1.9583641061718522,1.9583641061718522,1.9583641061718522,0.0,0.0,0.0,8.067339888989673
35,2017-11-21,5.25676879710145,6.001341292007243,9.99194303967475,5.25676879710145,5.25676879710145,2.7946257716204577,2.7946257716204577,2.7946257716204577,0.8372989878937875,0.8372989878937875,0.8372989878937875,1.9573267837266701,1.9573267837266701,1.9573267837266701,0.0,0.0,0.0,8.051394568721907
36,2017-11-22,5.252961507246377,6.0858129183192,9.880949957750069,5.252961507246377,5.252961507246377,2.867477670282576,2.867477670282576,2.867477670282576,0.9268258633467479,0.9268258633467479,0.9268258633467479,1.940651806935828,1.940651806935828,1.940651806935828,0.0,0.0,0.0,8.120439177528954
37,2017-11-24,5.245346927536232,6.073285719991604,10.03441204780496,5.245346927536232,5.245346927536232,2.7001650374746653,2.7001650374746653,2.7001650374746653,0.8378235571406092,0.8378235571406092,0.8378235571406092,1.862341480334056,1.862341480334056,1.862341480334056,0.0,0.0,0.0,7.945511965010898
38,2017-11-27,5.233925057971015,5.720857558540682,9.670389021210003,5.233925057971015,5.233925057971015,2.4930006811098986,2.4930006811098986,2.4930006811098986,0.8483996958611958,0.8483996958611958,0.8483996958611958,1.6446009852487031,1.6446009852487031,1.6446009852487031,0.0,0.0,0.0,7.726925739080913
39,2017-11-28,5.230117768115942,5.609617375311112,9.500607838847209,5.230117768115942,5.230117768115942,2.3869153188853174,2.3869153188853174,2.3869153188853174,0.8372989878929775,0.8372989878929775,0.8372989878929775,1.54961633099234,1.54961633099234,1.54961633099234,0.0,0.0,0.0,7.61703308700126
40,2017-11-29,5.22631047826087,5.816425447622056,9.476745206347744,5.22631047826087,5.22631047826087,2.3724305680677573,2.3724305680677573,2.3724305680677573,0.9268258633467612,0.9268258633467612,0.9268258633467612,1.4456047047209963,1.4456047047209963,1.4456047047209963,0.0,0.0,0.0,7.598741046328627
41,2017-11-30,5.222503184242335,5.548014563811724,9.433223161338876,5.222503184242335,5.222503184242335,2.2272209566726393,2.2272209566726393,2.2272209566726393,0.8932125999984544,0.8932125999984544,0.8932125999984544,1.3340083566741852,1.3340083566741852,1.3340083566741852,0.0,0.0,0.0,7.449724140914974
42,2017-12-01,5.218695890223799,5.337503447115335,9.304350926289539,5.218695890223799,5.218695890223799,2.054151485471542,2.054151485471542,2.054151485471542,0.8378235571406782,0.8378235571406782,0.8378235571406782,1.2163279283308637,1.2163279283308637,1.2163279283308637,0.0,0.0,0.0,7.272847375695341
43,2017-12-04,5.207274008168194,4.940905018864392,8.831127942381332,5.207274008168194,5.207274008168194,1.69055684521188,1.69055684521188,1.69055684521188,0.8483996958610911,0.8483996958610911,0.8483996958610911,0.842157149350789,0.842157149350789,0.842157149350789,0.0,0.0,0.0,6.897830853380074
44,2017-12-05,5.203466714149659,4.927237694128936,8.65907201766538,5.203466714149659,5.203466714149659,1.5527713326835415,1.5527713326835415,1.5527713326835415,0.8372989878921675,0.8372989878921675,0.8372989878921675,0.715472344791374,0.715472344791374,0.715472344791374,0.0,0.0,0.0,6.7562380468332
45,2017-12-06,5.199659420131124,4.762114974332536,8.591818648679139,5.199659420131124,5.199659420131124,1.517073433692876,1.517073433692876,1.517073433692876,0.9268258633466957,0.9268258633466957,0.9268258633466957,0.5902475703461803,0.5902475703461803,0.5902475703461803,0.0,0.0,0.0,6.716732853824
